nm	mua[cm-1]	musp[cm-1]
768.0	0.7016	2.4634689160851817
770.0	0.7044	2.4563065296127484
772.0	0.7022	2.449192008744523
774.0	0.6951	2.442124837221248
776.0	0.6936	2.4351045063746217
778.0	0.691	2.4281305149888475
780.0	0.6882	2.4212023691651563
782.0	0.6875	2.4143195821892194
784.0	0.6835	2.4074816744013874
786.0	0.6809	2.4006881730696796
788.0	0.6819999999999999	2.3939386122654764
790.0	0.6799	2.387232532741818
792.0	0.6734	2.380569481814274
794.0	0.6755	2.373949013244318
796.0	0.6715	2.3673706871251285
798.0	0.6689	2.360834069769785
800.0	0.6642000000000001	2.3543387336017814
802.0	0.6655	2.3478842570478107
804.0	0.6616	2.3414702244327734
806.0	0.6569	2.3350962258769385
808.0	0.6479	2.3287618571952287
810.0	0.6501999999999999	2.3224667197985633
812.0	0.6519999999999999	2.316210420597222
814.0	0.6465	2.3099925719061694
816.0	0.645	2.303812791352314
818.0	0.644	2.297670701783634
820.0	0.6417	2.2915659311801475
822.0	0.6474000000000001	2.285498112566671
824.0	0.6422	2.2794668839273298
826.0	0.6376999999999999	2.273471888121781
828.0	0.6399	2.267512772803107
830.0	0.6368	2.261589190337348
832.0	0.6404	2.255700797724625
834.0	0.6391	2.2498472565218286
836.0	0.6317	2.2440282327668317
838.0	0.6314	2.238243396904194
840.0	0.6323	2.2324924237123214
842.0	0.6365999999999999	2.2267749922320554
844.0	0.6303000000000001	2.2210907856966537
846.0	0.6308999999999999	2.2154394914631275
848.0	0.6267	2.209820800944921
850.0	0.625	2.204234409545885
852.0	0.6224	2.1986800165955227
854.0	0.6203000000000001	2.193157325285492
856.0	0.6168	2.1876660426073116
858.0	0.6173	2.182205879291267
860.0	0.6135	2.1767765497464806
862.0	0.6135999999999999	2.171377772002119
864.0	0.6102	2.1660092676497156
866.0	0.6079	2.1606707617865877
868.0	0.6116	2.1553619829603146
870.0	0.6116	2.150082663114263
872.0	0.6042000000000001	2.144832537534136
874.0	0.6096	2.139611344795518
876.0	0.6004	2.1344188267123965
878.0	0.6012	2.129254728286648
880.0	0.6007	2.124118797658452
882.0	0.6	2.1190107860576286
884.0	0.6005	2.113930447755873
886.0	0.5991	2.1088775400198605
888.0	0.6019	2.1038518230652232
890.0	0.6028	2.0988530600113604
892.0	0.6048	2.093881016837076
894.0	0.598	2.0889354623370213
896.0	0.6033000000000001	2.0840161680789318
898.0	0.6005	2.0791229083616316
